faculty,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,stat_id,stat_label,source_file,source_url,fetched_at_utc,error,order,param_year,param_semester,param_semestercurrent,param_admityear,param_fac,param_level,param_sex,param_student_type,param_nat,total_col,total_count,faculty_code,faculty_name,c1_label,c2_label,c3_label,c4_label,c5_label,c6_label,c7_label,c8_label,c9_label,c10_label,major,program_code,program_name,c11,c11_label,level,curriculum,curriculum_type,nationality_id_for_check,nationality_th,nationality_id,iso_alpha3,is_international,c12,c12_label,row_count,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c13_label,c14_label,c15_label,c16_label,c17_label,c18_label,c19_label,c20_label,c21_label,c22_label,c23_label,c24_label,c25_label,c26_label,c27_label,c28_label,c29_label,c30_label,c31_label,c32_label,c33_label,c34_label,c35_label,c36_label,c37_label,c38_label,c39_label,c40_label,c41_label,c42_label,c43_label,c44_label,c45_label,c46_label,c47_label,c48_label,c49_label,c50_label,c51_label,c52_label,c53_label,c54_label,c55_label,c56_label,c57_label
21 : วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,630.0,469.0,1099.0,63.0,89.0,152.0,314.0,155.0,469.0,1720.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,1720.0,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 : คณะสาธารณสุขศาสตร์,12.0,23.0,35.0,21.0,51.0,72.0,9.0,6.0,15.0,122.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,122.0,22,คณะสาธารณสุขศาสตร์,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 : วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,0.0,0.0,0.0,0.0,0.0,0.0,310.0,264.0,574.0,574.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,574.0,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 : สถาบันนโยบายสาธารณะ,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,77.0,77.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,77.0,25,สถาบันนโยบายสาธารณะ,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 : สถาบันวิศวกรรมชีวการแพทย์,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,27.0,27.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,27.0,26,สถาบันวิศวกรรมชีวการแพทย์,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 : สถาบันวิจัยวิทยาศาสตร์สุขภาพ,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,51.0,51.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,51.0,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,47.0,48.0,95.0,44.0,96.0,140.0,6.0,17.0,23.0,258.0,s001001,current_active_students,data_s001001__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001001?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:10+00:00,,al,2569,1,1,999,999,999,999,999,999,c10,258.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,534.0,0.0,0.0,534.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,534.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,01: ภาษาอังกฤษ,01,ภาษาอังกฤษ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,161.0,0.0,0.0,161.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,161.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,02: ภาษาฝรั่งเศส,02,ภาษาฝรั่งเศส,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,8.0,0.0,0.0,8.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,8.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,04: ประวัติศาสตร์,04,ประวัติศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,216.0,0.0,0.0,216.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,216.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,05: บ้านและชุมชน,05,บ้านและชุมชน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,18.0,0.0,0.0,18.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,18.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,08: ปรัชญา,08,ปรัชญา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,239.0,0.0,0.0,239.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,239.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,09: จิตวิทยา,09,จิตวิทยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,4.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,10: ภาษาไทย,10,ภาษาไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,11.0,0.0,0.0,11.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,11.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,11: ภาษาญี่ปุ่น,11,ภาษาญี่ปุ่น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,291.0,0.0,0.0,291.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,291.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,12: สารสนเทศศึกษา,12,สารสนเทศศึกษา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,6.0,0.0,0.0,6.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,6.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,13: ภาษาจีน,13,ภาษาจีน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,221.0,202.0,0.0,423.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,423.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,14: การท่องเที่ยวและการโรงแรม,14,การท่องเที่ยวและการโรงแรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,3.0,9.0,0.0,12.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,12.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,15: การท่องเที่ยว,15,การท่องเที่ยว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,84.0,84.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,84.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,16: ภาษาไทยในฐานะภาษาต่างประเทศ,16,ภาษาไทยในฐานะภาษาต่างประเทศ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,80.0,0.0,0.0,80.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,80.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,17: ภาษาและวัฒนธรรมพม่า,17,ภาษาและวัฒนธรรมพม่า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,202.0,202.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,202.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,18: มนุษยศาสตร์และความยั่งยืน,18,มนุษยศาสตร์และความยั่งยืน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,1326.0,0.0,0.0,1326.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,1326.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,19: มนุษยศาสตร์,19,มนุษยศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,47.0,0.0,0.0,47.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,47.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,20: ศิลปะการอาหารเชิงนวัตกรรมและการเป็นผู้ประกอบการ,20,ศิลปะการอาหารเชิงนวัตกรรมและการเป็นผู้ประกอบการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,40.0,0.0,0.0,40.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,40.0,01,คณะมนุษยศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,21: ภาษาและวัฒนธรรมเมียนมา,21,ภาษาและวัฒนธรรมเมียนมา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,224.0,0.0,0.0,224.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,224.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,04: ประถมศึกษา,04,ประถมศึกษา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,152.0,0.0,0.0,152.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,152.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,05: ภาษาอังกฤษ,05,ภาษาอังกฤษ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,143.0,0.0,0.0,143.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,143.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,10: คณิตศาสตร์,10,คณิตศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,154.0,0.0,0.0,154.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,154.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,11: พลศึกษา,11,พลศึกษา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,151.0,0.0,0.0,151.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,151.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,13: สังคมศึกษา,13,สังคมศึกษา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,152.0,0.0,0.0,152.0,,,,s001004,current_undergraduate_programs,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001004?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:12+00:00,,faf,2569,1,1,999,999,999,999,999,999,c7,152.0,02,คณะศึกษาศาสตร์,c1,c2,c3,c4,c5,c6,c7,,,,14: ภาษาไทย,14,ภาษาไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
