stat_id,faculty_code,faculty_name,program_code,program_name,level,curriculum_type,current_students,param_year,param_semester,param_admityear,source_file
s001004,16,คณะเศรษฐศาสตร์,01,เศรษฐศาสตร์,,,2130.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,07,คณะแพทยศาสตร์,01,แพทยศาสตร์,,,1505.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,20,คณะนิติศาสตร์,01,นิติศาสตร์,,,1394.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,01,คณะมนุษยศาสตร์,19,มนุษยศาสตร์,,,1326.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,18,คณะการสื่อสารมวลชน,01,การสื่อสารมวลชน,,,1088.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,05,วิศวกรรมเครื่องกล,,,971.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,04,วิศวกรรมอุตสาหการ,,,961.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,08,คณะเกษตรศาสตร์,02,เกษตรศาสตร์,,,930.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,10,คณะเภสัชศาสตร์,01,เภสัชศาสตร์,,,921.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,15,คณะบริหารธุรกิจ,02,บริหารธุรกิจ,,,883.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,12,คณะพยาบาลศาสตร์,01,พยาบาลศาสตร์,,,805.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,15,คณะบริหารธุรกิจ,03,การบัญชี,,,763.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,01,วิศวกรรมโยธา,,,603.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,05,คณะวิทยาศาสตร์,,,,,595.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,02,การจัดการสมัยใหม่และเทคโนโลยีสารสนเทศ,,,573.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,15,คณะบริหารธุรกิจ,,,,,562.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
