faculty_code,faculty_name,level,program_name,curriculum_type,current_students,over_program_students,over_program_rate,source_file
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (วิทยาศาสตร์สื่อความหมายและความผิดปกติของการสื่อความหมาย),ไทย,3.0,3.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,วท.ม. (จิตวิทยาอุตสาหกรรมและองค์การ),ไทย,6.0,6.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ล้านนาศึกษา),ไทย,5.0,5.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,วท.ด. (จุลชีววิทยา),ไทย,2.0,2.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (คณิตศาสตร์),ไทย,8.0,8.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (เคมี),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (ธรณีวิทยา),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (วิทยาการคอมพิวเตอร์),ไทย,4.0,4.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศล.บ. (ศิลปะการดนตรีและการแสดง),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (ฟิสิกส์ประยุกต์),นานาชาติ,4.0,4.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมเชิงคำนวณขั้นสูงและการออกแบบ),ไทย,6.0,6.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมเหมืองแร่และทรัพยากรธรณี),นานาชาติ,5.0,5.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (เคมีอุตสาหกรรม),นานาชาติ,2.0,2.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาเอก,วท.ด. (การจัดการความรู้),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (ศิลปะไทย),ไทย,20.0,20.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (ความผิดปกติของการสื่อความหมาย),ไทย,3.0,3.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (ดาราศาสตร์),ไทย,3.0,3.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การศึกษาพิเศษ),ไทย,4.0,4.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
18,คณะการสื่อสารมวลชน,ปริญญาเอก,ปร.ด. (การสื่อสารบูรณาการ),ไทย,7.0,7.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (สถิติประยุกต์),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเครื่องกล),นานาชาติ,14.0,14.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,วท.ด. (สรีรวิทยา),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาเอก,วท.ด. (เภสัชศาสตร์),ไทย,5.0,5.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ประวัติศาสตร์),ไทย,8.0,8.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (วิทยาศาสตร์รังสีการแพทย์),ไทย,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ปรัชญา),ไทย,18.0,18.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาโท,บธ.ม.,ไทย,21.0,21.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาไทย),ไทย,4.0,4.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาญี่ปุ่น),ไทย,11.0,11.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาโท,วท.ม. (นวัตกรรมอาหารและอุตสาหกรรมชีวภาพ),ไทย,3.0,3.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาจีน),ไทย,6.0,6.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาเอก,ปร.ด. (การพัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร),ไทย,2.0,2.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,วท.ด. (ระบาดวิทยาคลินิก),ไทย,18.0,18.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (การท่องเที่ยว),ไทย,12.0,12.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาเอก,ปร.ด. (พยาบาลศาสตร์),ไทย,24.0,24.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,วท.ม. (เทคโนโลยีและสหวิทยาการจัดการ),ไทย,6.0,6.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาตรี,วท.บ. (เศรษฐศาสตร์เกษตร),ไทย,23.0,23.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สังคมศาสตร์),ไทย,4.0,4.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,ศศ.บ. (สังคมศาสตร์),นานาชาติ,1.0,1.0,1.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (วัสดุศาสตร์),ไทย,11.0,10.0,0.9090909090909091,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,วศ.ด. (วิศวกรรมสิ่งแวดล้อม),ไทย,6.0,5.0,0.8333333333333334,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาโท,วท.ม. (ทันตกรรมผู้สูงอายุ),ไทย,12.0,10.0,0.8333333333333334,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาเอก,ปร.ด. (การศึกษา),ไทย,29.0,24.0,0.8275862068965517,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (ความหลากหลายทางชีวภาพและชีววิทยาชาติพันธุ์),นานาชาติ,5.0,4.0,0.8,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (ธรณีวิทยา),นานาชาติ,5.0,4.0,0.8,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์ชีวการแพทย์),นานาชาติ,19.0,15.0,0.7894736842105263,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การผดุงครรภ์),ไทย,36.0,28.0,0.7777777777777778,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (ดาราศาสตร์),นานาชาติ,9.0,7.0,0.7777777777777778,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาโท,ศล.ม. (ศิลปะและการออกแบบ),ไทย,8.0,6.0,0.75,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (ธรณีฟิสิกส์ประยุกต์),นานาชาติ,8.0,6.0,0.75,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมเกษตร),ไทย,4.0,3.0,0.75,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (กายวิภาคศาสตร์),นานาชาติ,8.0,6.0,0.75,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,วท.ด. (พืชไร่),ไทย,4.0,3.0,0.75,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาเอก,ปร.ด. (พยาบาลศาสตร์),นานาชาติ,67.0,50.0,0.746268656716418,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,วท.ด. (ส่งเสริมการเกษตรและพัฒนาชนบท),ไทย,15.0,11.0,0.7333333333333333,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (ส่งเสริมการเกษตรและพัฒนาชนบท),ไทย,25.0,18.0,0.72,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (นิติวิทยากระดูกและฟัน),ไทย,7.0,5.0,0.7142857142857143,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาโท,วท.ม. (เทคโนโลยีการบรรจุ),ไทย,7.0,5.0,0.7142857142857143,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาโท,ภ.ม. (เภสัชกรรมคลินิก),ไทย,7.0,5.0,0.7142857142857143,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,วท.ด. (กายวิภาคศาสตร์),ไทย,10.0,7.0,0.7,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์นาโนและเทคโนโลยีนาโน),นานาชาติ,10.0,7.0,0.7,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาเอก,วท.ด. (เทคโนโลยีชีวภาพ),ไทย,13.0,9.0,0.6923076923076923,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,วศ.ด. (วิศวกรรมเครื่องกล),ไทย,19.0,13.0,0.6842105263157895,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,วศ.ด. (วิศวกรรมโยธา),ไทย,25.0,17.0,0.68,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (ฟิสิกส์),ไทย,25.0,17.0,0.68,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (สูติศาสตร์และนรีเวชวิทยา),นานาชาติ,6.0,4.0,0.6666666666666666,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (สถิติประยุกต์),ไทย,12.0,8.0,0.6666666666666666,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (ธรณีวิทยา),นานาชาติ,6.0,4.0,0.6666666666666666,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาโท,วท.ม. (ปริทันตวิทยา),ไทย,3.0,2.0,0.6666666666666666,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สังคมศาสตร์),นานาชาติ,131.0,87.0,0.6641221374045801,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,ศศ.ม. (การสอนภาษาจีนร่วมสมัย),ไทย,89.0,59.0,0.6629213483146067,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลจิตเวชและสุขภาพจิต),ไทย,47.0,31.0,0.6595744680851063,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์การแพทย์คลินิก),นานาชาติ,11.0,7.0,0.6363636363636364,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,ปร.ด. (เทคโนโลยีหลังการเก็บเกี่ยว),ไทย,16.0,10.0,0.625,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (ชีวเคมี),นานาชาติ,16.0,10.0,0.625,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (คณิตศาสตรศึกษา),ไทย,34.0,21.0,0.6176470588235294,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,ปร.ด. (วิศวกรรมคอมพิวเตอร์),ไทย,18.0,11.0,0.6111111111111112,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,วท.ม. (สุขภาพจิต),นานาชาติ,20.0,12.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาเอก,ปร.ด. (ประวัติศาสตร์),ไทย,10.0,6.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
20,คณะนิติศาสตร์,ปริญญาเอก,น.ด.,ไทย,5.0,3.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ภาษาไทย),ไทย,20.0,12.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,วท.ด. (เคมี),นานาชาติ,25.0,15.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลผู้ป่วยโรคติดเชื้อและการควบคุมการติดเชื้อ),ไทย,45.0,27.0,0.6,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมโลจิสติกส์และการจัดการโซ่อุปทาน),ไทย,57.0,34.0,0.5964912280701754,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาโท,วท.ม. (ทันตแพทยศาสตร์),ไทย,134.0,78.0,0.582089552238806,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (โรคพืช),ไทย,26.0,15.0,0.5769230769230769,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (จุลชีววิทยา),นานาชาติ,7.0,4.0,0.5714285714285714,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (เกษตรศาสตร์),ไทย,21.0,12.0,0.5714285714285714,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ปรัชญา),ไทย,7.0,4.0,0.5714285714285714,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,ปริญญาเอก,ปร.ด. (นวัตกรรมดิจิทัลและเทคโนโลยีการเงิน),นานาชาติ,60.0,34.0,0.5666666666666667,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,วศ.ด. (วิศวกรรมไฟฟ้า),ไทย,16.0,9.0,0.5625,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,ปริญญาโท,วท.ม. (นวัตกรรมดิจิทัลและเทคโนโลยีการเงิน),นานาชาติ,81.0,45.0,0.5555555555555556,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,ปริญญาโท,วท.ม. (การวิจัยวิทยาศาสตร์สุขภาพ),นานาชาติ,18.0,10.0,0.5555555555555556,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาโท,ภ.ม. (การจัดการเภสัชกรรม),ไทย,29.0,16.0,0.5517241379310345,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (ปฐพีศาสตร์สิ่งแวดล้อม),ไทย,20.0,11.0,0.55,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (เทคนิคการแพทย์),นานาชาติ,22.0,12.0,0.5454545454545454,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (ฟิสิกส์),นานาชาติ,11.0,6.0,0.5454545454545454,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
18,คณะการสื่อสารมวลชน,ปริญญาโท,ศศ.ม. (การสื่อสารบูรณาการ),ไทย,35.0,19.0,0.5428571428571428,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (เกษตรศาสตร์),ไทย,35.0,19.0,0.5428571428571428,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การศึกษา),ไทย,37.0,20.0,0.5405405405405406,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,วท.ม. (เทคโนโลยีชีวภาพ),ไทย,26.0,14.0,0.5384615384615384,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาโท,วท.ม. (วิทยาศาสตร์และเทคโนโลยีการอาหาร),นานาชาติ,13.0,7.0,0.5384615384615384,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
