faculty_code,faculty_name,level,program_name,curriculum_type,current_students,over_program_students,over_program_rate,source_file
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (วิทยาศาสตร์นวัตกรรมเพื่ออุตสาหกรรม),ไทย,1.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (ระบบสารสนเทศและความมั่นคงปลอดภัยไซเบอร์),นานาชาติ,34.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเซมิคอนดักเตอร์),สองภาษา,34.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมบูรณาการและพหุวิทยาการ),นานาชาติ,7.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาตรี,วท.บ. (การออกแบบอุตสาหกรรม),ไทย,105.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเหมืองแร่และปิโตรเลียม),ไทย,112.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเครื่องกลและการบริหารโครงการวิศวกรรม),นานาชาติ,97.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาโท,ผ.ม. (บูรณาการผังเมืองและชนบท),ไทย,5.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์),นานาชาติ,112.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมไฟฟ้าและเทคโนโลยีโครงข่ายไฟฟ้าอัจฉริยะ),นานาชาติ,76.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมโยธา),นานาชาติ,78.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (เคมีอุตสาหกรรมและนวัตกรรม),นานาชาติ,2.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาตรี,วท.บ. (ศาสตร์แห่งความยั่งยืน),นานาชาติ,94.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาการคอมพิวเตอร์),นานาชาติ,7.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาเอก,ปร.ด. (สุขภาพจิต),นานาชาติ,3.0,0.0,0.0,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาเยอรมัน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (บรรณารักษศาสตร์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (การสื่อสารมวลชน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,ป.บัณฑิต (การท่องเที่ยว),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ประกาศนียบัตรบัณฑิต,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (สารสนเทศศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ภาษาและวรรณกรรมล้านนา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,วท.ม. (จิตวิทยาโรงเรียน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (บรรณารักษศาสตร์และสารนิเทศศาสตร์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ภาษาอังกฤษ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (พุทธศาสนศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (วัฒนธรรมศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ญี่ปุ่นศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (ภาษาอังกฤษและการสื่อสาร),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (เกษตรกรรม),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (บริหารธุรกิจ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (บริหารการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (ภาษาฝรั่งเศส),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (สุขศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (คหกรรมศาสตร์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (อุตสาหกรรม),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (วิทยาศาสตร์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (อนุบาลศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (สุขศึกษาและการส่งเสริมสุขภาพ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (การศึกษาปฐมวัย),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (บริหารธุรกิจ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (เกษตรกรรม),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (ธุรกิจศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (การศึกษาปฐมวัยและการศึกษาพิเศษ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (ดนตรีศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ประกาศนียบัตรบัณฑิต,ป.บัณฑิต (การสื่อสารเพื่อการพัฒนา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ประกาศนียบัตรบัณฑิต,ป.บัณฑิต (วิชาชีพครู),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (เทคโนโลยีทางการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (หลักสูตรและการสอน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การวัดและประเมินผลการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การบริหารการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การบริหารการศึกษา),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การศึกษานอกระบบ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (ประถมศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (วิจัยและสถิติการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (วิจัยและสถิติการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (คณิตศาสตร์ศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การส่งเสริมสุขภาพ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การสอนภาษาอังกฤษ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การสอนภาษาไทย),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การสอนสังคมศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (จิตวิทยาการศึกษาและการแนะแนว),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (จิตวิทยาการศึกษาและการแนะแนว),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (อาชีวศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (อาชีวศึกษา),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,x,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (วิจัยและสถิติการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การสอนภาษาอังกฤษ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (หลักสูตร การสอน และเทคโนโลยีการเรียนรู้),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาเอก,ศษ.ด. (การวิจัยและพัฒนาการศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาเอก,ศษ.ด. (หลักสูตร การสอน และเทคโนโลยีการเรียนรู้),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (ภาพพิมพ์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (ภาพพิมพ์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (ศิลปะการถ่ายภาพ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาโท,ศป.ม. (ภาพพิมพ์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาโท,ศป.ม. (จิตรกรรม),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,ร.บ.,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,รป.บ.,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,น.บ.,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,ศศ.บ. (ไทยศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,วท.บ. (ภูมิสารสนเทศศาสตร์),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (ภูมิศาสตร์),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ร.ม. (การเมืองและการปกครอง),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (การพัฒนาสังคม),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (การพัฒนาสังคม),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,รป.ม.,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (การพัฒนาอย่างยั่งยืน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (การพัฒนาอย่างยั่งยืน),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (การใช้ที่ดินและการจัดการทรัพยากรธรรมชาติอย่างยั่งยืน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (การใช้ที่ดินและการจัดการทรัพยากรธรรมชาติอย่างยั่งยืน),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สตรีศึกษา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,น.ม.,ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (ภูมิสารสนเทศ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สังคมศาสตร์สุขภาพ),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (การจัดการสาธารณภัย),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (ชาติพันธุ์สัมพันธ์และการพัฒนา),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สตรีศึกษาและเพศภาวะศึกษา),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,วท.ด. (การพัฒนาอย่างยั่งยืน),นานาชาติ,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,วท.ด. (การใช้ที่ดินและการจัดการทรัพยากรธรรมชาติอย่างยั่งยืน),ไทย,0.0,0.0,,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
